,index,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2021-22,height_inches
10,17,Left Wing,1998,23,Oulunsalo,Unknown,FIN,"6' 1""",193,False,False,True,Left,769.01,11.0,6.0,10.0,64.0,57.0,33.0,1.0,1.0,11.08,697.22,10.0,12.5,9.4,1.0,0.0,1.0,1.0,60.31,22.0,-10.0,17.0,1111.0,13.29,12.14,1.03,0.11,738.43,17.0,8.0,14.0,61.0,50.0,10.0,1.0,4.0,60.14,676.13,14.0,11.11,13.1,1.0,0.0,0.0,0.0,2.16,19.0,-11.0,25.0,1002.0,14.46,13.31,0.02,1.12,12.04,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.13,11.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.04,11.51,0.0,0.13,76.26,0.0,0.0,4.0,6.0,7.0,0.0,0.0,0.0,15.38,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,3.0,-2.0,0.0,101.0,10.55,8.34,0.06,2.14,44.15,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,44.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,64.0,11.03,11.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,73
11,18,Center,1999,22,Brig,Unknown,Other,"6' 1""",175,False,True,False,Left,1354.05,39.0,21.0,17.0,153.0,70.0,50.0,4.0,12.0,197.33,1036.53,17.0,52.06,13.7,2.0,1.0,0.0,2.0,119.39,48.0,-1.0,60.0,1830.0,19.2,14.48,1.42,2.49,388.52,5.0,6.0,4.0,44.0,21.0,11.0,3.0,4.0,61.39,293.46,4.0,56.23,13.6,0.0,0.0,1.0,1.0,33.27,20.0,-9.0,11.0,516.0,18.31,13.59,1.35,2.56,1047.32,22.0,14.0,12.0,123.0,58.0,48.0,2.0,10.0,155.56,838.15,12.0,51.73,11.4,1.0,0.0,1.0,2.0,53.21,37.0,-16.0,36.0,1278.0,18.03,14.27,0.55,2.41,1249.1,30.0,17.0,24.0,160.0,69.0,53.0,3.0,11.0,200.29,1003.12,24.0,45.23,10.63,3.0,3.0,0.0,0.0,45.29,44.0,0.0,47.0,1485.0,18.06,14.32,0.39,2.54,1337.22,32.0,20.0,26.0,180.0,82.0,56.0,1.0,6.0,168.05,1126.34,26.0,42.93,11.11,2.0,0.0,0.0,0.0,42.43,39.0,10.0,52.0,1778.0,16.18,13.44,0.31,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250000.0,73
12,21,Center,1998,23,Minsk,Unknown,Other,"6' 2""",196,False,False,True,Left,1254.35,22.0,24.0,23.0,168.0,76.0,30.0,2.0,3.0,92.28,1084.07,23.0,40.45,14.3,3.0,0.0,2.0,2.0,78.0,26.0,-14.0,46.0,1667.0,16.3,14.15,1.01,1.13,907.36,14.0,16.0,4.0,114.0,54.0,20.0,2.0,2.0,54.06,757.13,4.0,28.26,14.0,3.0,1.0,1.0,1.0,96.17,20.0,-4.0,30.0,1200.0,16.48,14.01,1.46,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,74
13,27,Defenseman,1982,38,Trenton,MI,USA,"5' 11""",190,False,False,False,Left,1201.23,8.0,2.0,10.0,52.0,69.0,39.0,0.0,0.0,2.04,1081.12,10.0,0.0,3.8,0.0,0.0,0.0,0.0,118.07,126.0,-13.0,10.0,1634.0,17.24,15.4,1.42,0.01,966.47,4.0,1.0,6.0,50.0,55.0,41.0,0.0,0.0,7.02,863.02,6.0,0.0,2.0,0.0,0.0,0.0,0.0,96.43,99.0,9.0,5.0,1301.0,17.34,15.41,1.45,0.07,1231.25,12.0,2.0,16.0,60.0,63.0,30.0,0.0,1.0,1.42,1027.43,16.0,0.0,3.3,0.0,0.0,0.0,2.0,202.0,155.0,1.0,14.0,1603.0,19.32,16.18,3.12,0.01,1708.22,20.0,5.0,16.0,104.0,82.0,67.0,0.0,2.0,9.09,1363.18,16.0,0.0,4.81,0.0,0.0,0.0,4.0,335.55,208.0,-9.0,25.0,2027.0,20.5,16.37,4.05,0.06,1711.02,10.0,3.0,21.0,93.0,81.0,84.0,0.0,0.0,6.17,1442.16,21.0,0.0,3.23,0.0,0.0,0.0,0.0,262.29,188.0,-9.0,13.0,2292.0,21.07,17.48,3.14,0.04,1448.18,9.0,4.0,8.0,83.0,66.0,50.0,1.0,4.0,81.32,1154.55,8.0,0.0,4.82,1.0,1.0,1.0,1.0,211.51,125.0,-16.0,13.0,1875.0,21.56,17.29,3.12,1.14,750000.0,71
14,31,Right Wing,1989,31,Bowmanville,ON,CAN,"6' 1""",200,False,False,False,Left,1249.5,30.0,14.0,6.0,87.0,74.0,19.0,2.0,11.0,114.23,1054.53,6.0,39.09,16.1,1.0,0.0,0.0,0.0,80.34,26.0,-7.0,44.0,1600.0,16.53,14.15,1.05,1.32,944.59,27.0,8.0,4.0,77.0,54.0,13.0,0.0,9.0,108.44,785.11,4.0,43.75,10.4,1.0,0.0,0.0,0.0,51.04,19.0,12.0,35.0,1176.0,17.29,14.32,0.56,2.0,1149.06,29.0,14.0,10.0,94.0,68.0,20.0,2.0,9.0,122.18,929.08,10.0,50.0,14.9,2.0,0.0,1.0,1.0,97.4,48.0,-12.0,43.0,1484.0,16.53,13.39,1.26,1.47,1379.52,40.0,16.0,21.0,126.0,82.0,19.0,2.0,14.0,200.57,1176.05,21.0,51.47,12.7,4.0,1.0,1.0,1.0,2.5,32.0,8.0,56.0,1638.0,16.49,14.2,0.02,2.27,1359.11,53.0,18.0,17.0,151.0,76.0,12.0,5.0,31.0,228.44,1110.3,17.0,22.0,11.92,3.0,1.0,0.0,0.0,19.57,33.0,-20.0,71.0,1542.0,17.53,14.36,0.15,3.0,1506.28,43.0,13.0,12.0,173.0,82.0,37.0,3.0,12.0,232.35,1237.54,12.0,53.33,7.51,1.0,1.0,0.0,0.0,35.59,53.0,5.0,56.0,1840.0,18.22,15.05,0.26,2.5,5000000.0,73
15,33,Left Wing,1989,32,Windsor,ON,CAN,"6' 4""",220,False,False,False,Left,812.13,4.0,3.0,70.0,66.0,71.0,235.0,0.0,0.0,6.02,804.39,70.0,42.1,4.5,0.0,0.0,0.0,0.0,1.32,26.0,-2.0,7.0,1152.0,11.26,11.19,0.01,0.05,597.44,5.0,6.0,36.0,68.0,54.0,181.0,1.0,2.0,25.07,571.09,36.0,25.0,8.8,0.0,0.0,0.0,0.0,1.28,23.0,-2.0,11.0,835.0,11.04,10.34,0.01,0.27,573.17,3.0,5.0,40.0,49.0,55.0,242.0,0.0,0.0,4.25,558.19,40.0,42.85,10.2,2.0,0.0,0.0,0.0,10.33,24.0,-1.0,8.0,818.0,10.25,10.09,0.11,0.04,766.02,8.0,6.0,53.0,62.0,67.0,275.0,0.0,0.0,2.5,748.23,53.0,40.0,9.68,1.0,0.0,0.0,0.0,14.49,42.0,5.0,14.0,1072.0,11.26,11.1,0.13,0.02,399.25,9.0,3.0,50.0,46.0,50.0,147.0,0.0,0.0,0.49,398.36,50.0,75.0,6.52,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,604.0,7.59,7.58,0.0,0.0,729.36,4.0,5.0,123.0,66.0,82.0,300.0,0.0,0.0,1.45,700.59,123.0,0.0,7.58,0.0,0.0,0.0,0.0,26.52,26.0,0.0,9.0,1117.0,8.53,8.32,0.19,0.01,1500000.0,76
16,34,Right Wing,1991,30,Smithtown,NY,USA,"5' 11""",185,False,False,False,Right,1078.07,18.0,15.0,57.0,156.0,69.0,77.0,2.0,6.0,111.39,950.44,57.0,29.41,9.6,6.0,0.0,0.0,0.0,15.44,18.0,0.0,33.0,1429.0,15.37,13.46,0.13,1.37,845.15,11.0,10.0,20.0,115.0,51.0,62.0,2.0,6.0,114.55,703.31,20.0,40.0,8.7,2.0,0.0,1.0,1.0,26.49,12.0,-5.0,21.0,1141.0,16.34,13.47,0.31,2.15,1112.11,20.0,25.0,41.0,155.0,65.0,74.0,11.0,18.0,206.17,891.54,41.0,32.43,16.1,3.0,1.0,0.0,0.0,14.0,36.0,-4.0,45.0,1374.0,17.06,13.43,0.12,3.1,1343.29,23.0,27.0,42.0,224.0,74.0,98.0,11.0,18.0,243.59,1077.44,42.0,27.9,12.05,2.0,0.0,0.0,0.0,21.46,35.0,-9.0,50.0,1580.0,18.09,14.33,0.17,3.17,1073.12,20.0,24.0,30.0,181.0,62.0,94.0,11.0,23.0,172.06,857.16,30.0,33.33,13.26,5.0,0.0,0.0,0.0,43.5,50.0,-1.0,44.0,1390.0,17.18,13.49,0.42,2.46,1387.55,27.0,26.0,46.0,192.0,80.0,124.0,8.0,19.0,210.54,1101.14,46.0,41.37,13.54,3.0,0.0,1.0,1.0,75.47,36.0,2.0,53.0,1768.0,17.2,13.45,0.56,2.38,5000000.0,71
17,36,Center,1991,30,Toronto,ON,CAN,"5' 11""",195,False,False,False,Left,1017.16,6.0,10.0,48.0,91.0,74.0,138.0,0.0,0.0,5.3,875.09,48.0,55.56,11.0,3.0,0.0,1.0,1.0,136.37,43.0,-3.0,16.0,1503.0,13.44,11.49,1.5,0.04,774.44,7.0,7.0,27.0,72.0,56.0,112.0,0.0,0.0,5.03,673.27,27.0,53.2,9.7,3.0,0.0,0.0,0.0,96.14,25.0,-2.0,14.0,1116.0,13.5,12.01,1.43,0.05,686.06,4.0,10.0,41.0,67.0,48.0,133.0,0.0,0.0,2.14,571.52,41.0,53.48,14.9,1.0,0.0,3.0,5.0,112.0,39.0,12.0,14.0,987.0,14.17,11.54,2.2,0.02,1023.44,13.0,20.0,36.0,111.0,73.0,129.0,0.0,0.0,4.59,876.4,36.0,49.06,18.02,3.0,0.0,2.0,3.0,142.05,68.0,22.0,33.0,1476.0,14.01,12.0,1.56,0.04,845.46,10.0,7.0,23.0,74.0,64.0,128.0,0.0,0.0,3.57,694.3,23.0,53.08,9.46,0.0,0.0,1.0,1.0,147.19,53.0,-12.0,17.0,1216.0,13.12,10.51,2.18,0.03,820.3,17.0,8.0,30.0,82.0,59.0,144.0,0.0,1.0,8.45,684.52,30.0,49.64,9.76,1.0,0.0,0.0,0.0,126.53,58.0,9.0,25.0,1254.0,13.54,11.36,2.09,0.08,2500000.0,71
18,37,Center,1991,29,Warroad,MN,USA,"6' 4""",212,False,False,False,Left,1272.52,22.0,37.0,33.0,171.0,72.0,31.0,11.0,14.0,161.55,1058.23,33.0,49.37,21.6,5.0,0.0,0.0,0.0,52.34,43.0,-5.0,59.0,1615.0,17.4,14.41,0.43,2.14,998.35,15.0,18.0,14.0,121.0,56.0,36.0,7.0,9.0,118.41,823.33,14.0,49.36,14.9,4.0,0.0,0.0,0.0,56.21,26.0,-5.0,33.0,1263.0,17.49,14.42,1.0,2.07,1282.28,28.0,26.0,32.0,175.0,68.0,49.0,4.0,7.0,138.04,1037.12,32.0,51.76,14.9,5.0,3.0,0.0,0.0,107.12,44.0,6.0,54.0,1649.0,18.51,15.15,1.34,2.01,1473.43,28.0,25.0,28.0,181.0,82.0,51.0,2.0,8.0,197.03,1210.55,28.0,47.67,13.81,3.0,1.0,1.0,1.0,65.45,55.0,20.0,53.0,1828.0,17.58,14.46,0.48,2.24,1207.44,16.0,19.0,43.0,138.0,82.0,50.0,4.0,8.0,147.57,1005.13,43.0,48.32,13.77,3.0,1.0,0.0,0.0,54.34,52.0,-4.0,35.0,1502.0,14.43,12.15,0.39,1.48,1267.3,25.0,20.0,36.0,173.0,81.0,50.0,1.0,6.0,151.3,1066.58,36.0,43.74,11.56,4.0,1.0,0.0,1.0,49.02,48.0,-6.0,45.0,1730.0,15.38,13.1,0.36,1.52,8000000.0,76
19,39,Defenseman,1992,28,St. Louis,MO,USA,"6' 5""",220,False,False,False,Right,1205.49,15.0,3.0,55.0,80.0,61.0,77.0,0.0,0.0,3.42,1061.35,55.0,0.0,3.8,2.0,0.0,0.0,1.0,140.32,109.0,-5.0,18.0,1482.0,19.46,17.24,2.18,0.03,1090.49,13.0,2.0,38.0,79.0,56.0,76.0,0.0,0.0,3.52,958.2,38.0,0.0,2.5,0.0,0.0,0.0,0.0,128.37,108.0,2.0,15.0,1335.0,19.28,17.06,2.17,0.04,1336.06,8.0,5.0,53.0,98.0,67.0,93.0,0.0,0.0,3.39,1165.06,53.0,0.0,5.1,1.0,0.0,0.0,2.0,167.21,117.0,8.0,13.0,1658.0,19.56,17.23,2.29,0.03,1480.01,15.0,4.0,68.0,104.0,79.0,118.0,0.0,0.0,2.23,1293.58,68.0,0.0,3.85,0.0,0.0,1.0,1.0,183.4,159.0,18.0,19.0,1888.0,18.44,16.22,2.19,0.01,838.42,10.0,2.0,45.0,58.0,47.0,77.0,0.0,0.0,2.08,766.07,45.0,0.0,3.45,0.0,0.0,0.0,0.0,70.27,73.0,-6.0,12.0,1015.0,17.5,16.18,1.29,0.02,353.3,7.0,2.0,35.0,39.0,25.0,37.0,0.0,0.0,0.19,352.4,35.0,0.0,5.13,0.0,0.0,0.0,0.0,0.31,36.0,-1.0,9.0,430.0,14.08,14.06,0.01,0.0,1750000.0,77
20,40,Defenseman,1994,26,Toronto,ON,CAN,"6' 3""",205,False,False,False,Left,1659.55,25.0,3.0,42.0,104.0,78.0,99.0,0.0,0.0,14.28,1465.57,42.0,0.0,2.9,0.0,0.0,0.0,2.0,179.3,128.0,20.0,28.0,2087.0,21.16,18.47,2.18,0.11,1178.36,10.0,4.0,18.0,82.0,56.0,66.0,0.0,0.0,6.34,1046.58,18.0,0.0,4.9,0.0,0.0,1.0,2.0,125.04,73.0,15.0,14.0,1449.0,21.02,18.41,2.14,0.07,803.01,8.0,1.0,20.0,49.0,38.0,81.0,0.0,0.0,2.15,695.01,20.0,0.0,2.0,0.0,0.0,0.0,2.0,105.45,83.0,4.0,9.0,969.0,21.07,18.17,2.46,0.03,1453.06,16.0,5.0,24.0,110.0,78.0,149.0,0.0,0.0,7.04,1320.24,24.0,0.0,4.55,0.0,0.0,0.0,0.0,125.38,116.0,22.0,21.0,1898.0,18.37,16.55,1.36,0.05,1503.23,16.0,3.0,28.0,106.0,78.0,100.0,0.0,2.0,24.46,1302.1,28.0,0.0,2.83,1.0,0.0,0.0,1.0,176.27,142.0,7.0,19.0,1841.0,19.16,16.41,2.15,0.19,740.42,7.0,3.0,6.0,40.0,44.0,73.0,0.0,0.0,1.29,696.13,6.0,0.0,7.5,0.0,0.0,0.0,0.0,43.0,68.0,-5.0,10.0,868.0,16.5,15.49,0.58,0.02,5750000.0,75
21,45,Center,1997,24,Coquitlam,BC,CAN,"6' 0""",187,False,False,False,Right,1315.26,44.0,15.0,18.0,161.0,73.0,36.0,1.0,20.0,194.03,1119.48,18.0,46.33,9.3,1.0,0.0,0.0,0.0,1.35,17.0,-15.0,59.0,1450.0,18.01,15.2,0.01,2.39,1029.47,28.0,17.0,48.0,134.0,55.0,22.0,1.0,8.0,137.36,890.39,48.0,43.42,12.7,1.0,0.0,0.0,0.0,1.32,13.0,15.0,45.0,1140.0,18.43,16.11,0.01,2.3,1362.55,41.0,19.0,44.0,171.0,68.0,22.0,4.0,12.0,179.11,1183.08,44.0,41.6,11.1,2.0,0.0,0.0,0.0,0.36,43.0,5.0,60.0,1503.0,20.02,17.23,0.0,2.38,1469.41,44.0,18.0,46.0,179.0,82.0,25.0,3.0,18.0,241.02,1223.09,46.0,41.55,10.06,3.0,1.0,0.0,0.0,5.3,56.0,-5.0,62.0,1601.0,17.55,14.54,0.04,2.56,1456.47,63.0,22.0,30.0,170.0,82.0,21.0,5.0,27.0,259.36,1194.28,30.0,42.56,12.94,4.0,1.0,0.0,0.0,2.43,31.0,1.0,85.0,1582.0,17.45,14.34,0.01,3.09,19.3,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.02,18.28,6.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,32.0,9.45,9.14,0.0,0.31,7000000.0,72
22,46,Left Wing,1997,24,Sorel-Tracy,QC,CAN,"5' 11""",182,False,False,False,Left,1262.3,22.0,12.0,12.0,154.0,75.0,39.0,5.0,11.0,128.44,1104.09,12.0,40.0,7.8,1.0,0.0,0.0,0.0,29.37,20.0,-10.0,34.0,1577.0,16.5,14.43,0.23,1.42,770.51,13.0,15.0,12.0,109.0,47.0,39.0,3.0,4.0,85.09,666.53,12.0,28.57,13.8,5.0,2.0,0.0,0.0,18.49,13.0,15.0,28.0,954.0,16.24,14.11,0.24,1.48,1173.41,21.0,18.0,15.0,132.0,68.0,86.0,3.0,7.0,120.49,1009.02,15.0,69.23,13.6,3.0,2.0,1.0,1.0,43.5,36.0,-11.0,39.0,1505.0,17.15,14.5,0.38,1.46,1186.01,10.0,18.0,8.0,156.0,81.0,87.0,1.0,2.0,133.58,1051.41,8.0,45.61,11.54,4.0,0.0,0.0,0.0,0.22,35.0,1.0,28.0,1435.0,14.38,12.59,0.0,1.39,1031.24,15.0,21.0,16.0,132.0,71.0,80.0,3.0,8.0,67.04,910.57,16.0,43.37,15.91,2.0,0.0,0.0,0.0,53.23,29.0,2.0,36.0,1266.0,14.31,12.49,0.45,0.56,859.23,15.0,9.0,10.0,101.0,66.0,81.0,0.0,1.0,33.06,822.13,10.0,41.41,8.91,2.0,0.0,0.0,0.0,4.04,26.0,1.0,24.0,1135.0,13.01,12.27,0.03,0.3,4150000.0,71
23,49,Left Wing,1998,23,Edina,MN,USA,"6' 0""",195,False,False,True,Left,533.54,13.0,6.0,19.0,79.0,45.0,103.0,0.0,4.0,21.16,512.08,19.0,0.0,7.6,2.0,0.0,0.0,0.0,0.3,14.0,-1.0,19.0,681.0,11.51,11.22,0.0,0.28,154.17,0.0,3.0,4.0,19.0,14.0,36.0,0.0,0.0,10.39,143.38,4.0,50.0,15.8,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,200.0,11.01,10.15,0.0,0.45,85.12,1.0,2.0,2.0,11.0,8.0,12.0,0.0,0.0,0.05,85.07,2.0,0.0,18.2,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,113.0,10.39,10.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742500.0,72
24,50,Left Wing,1998,22,Nokia,Unknown,FIN,"6' 5""",223,False,False,True,Left,85.57,2.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,4.09,78.48,0.0,42.3,0.0,0.0,0.0,0.0,0.0,3.0,4.0,-2.0,2.0,115.0,10.44,9.51,0.22,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.56,0.0,0.0,2.0,4.0,12.0,12.0,0.0,0.0,0.0,93.44,2.0,36.92,0.0,0.0,0.0,0.0,0.0,1.12,4.0,0.0,0.0,127.0,7.54,7.48,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000.0,77
25,53,Defenseman,1996,25,Umea,Unknown,SWE,"5' 10""",184,False,False,True,Left,592.23,10.0,2.0,10.0,34.0,36.0,32.0,0.0,2.0,26.38,564.14,10.0,0.0,5.9,0.0,0.0,0.0,0.0,1.31,42.0,-6.0,12.0,792.0,16.27,15.4,0.02,0.44,40.03,1.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.14,39.49,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,59.0,13.21,13.16,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.24,3.0,1.0,6.0,24.0,22.0,10.0,1.0,1.0,21.24,335.53,6.0,0.0,4.17,0.0,0.0,0.0,0.0,0.07,14.0,-5.0,4.0,434.0,16.14,15.16,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700000.0,70
26,60,Defenseman,1989,32,Mimico,ON,CAN,"6' 2""",200,False,False,False,Left,626.19,4.0,4.0,36.0,63.0,45.0,73.0,0.0,0.0,0.39,577.4,36.0,0.0,6.3,1.0,0.0,0.0,0.0,48.0,40.0,6.0,8.0,855.0,13.55,12.5,1.04,0.0,788.5,5.0,5.0,73.0,58.0,48.0,84.0,0.0,0.0,8.25,720.37,73.0,0.0,8.6,0.0,0.0,0.0,0.0,59.48,41.0,3.0,10.0,1045.0,16.26,15.0,1.14,0.1,688.18,5.0,3.0,71.0,45.0,62.0,90.0,0.0,0.0,3.07,557.05,71.0,100.0,6.7,0.0,0.0,1.0,2.0,128.06,41.0,-12.0,8.0,955.0,11.06,8.59,2.03,0.03,963.38,9.0,4.0,71.0,66.0,63.0,100.0,0.0,0.0,2.42,860.07,71.0,0.0,6.06,0.0,0.0,0.0,1.0,100.49,48.0,-7.0,13.0,1291.0,15.17,13.39,1.36,0.02,755.22,7.0,1.0,69.0,66.0,44.0,58.0,0.0,1.0,2.18,690.04,69.0,0.0,1.52,0.0,0.0,0.0,0.0,63.0,37.0,2.0,8.0,1061.0,17.1,15.41,1.25,0.03,981.2,6.0,3.0,63.0,62.0,51.0,59.0,1.0,3.0,45.19,840.29,63.0,0.0,4.84,1.0,0.0,0.0,0.0,95.32,65.0,1.0,9.0,1319.0,19.14,16.28,1.52,0.53,800000.0,74
27,61,Left Wing,1991,30,Boxford,MA,USA,"6' 3""",217,True,False,False,Left,1517.08,25.0,52.0,24.0,258.0,81.0,141.0,26.0,35.0,240.14,1156.07,24.0,48.9,20.2,11.0,0.0,3.0,3.0,120.47,39.0,19.0,77.0,1856.0,18.43,14.16,1.29,2.57,869.52,10.0,20.0,34.0,102.0,50.0,115.0,11.0,14.0,179.29,664.57,34.0,40.0,19.6,4.0,0.0,0.0,0.0,25.26,35.0,-1.0,30.0,1109.0,17.23,13.17,0.3,3.35,1086.44,21.0,24.0,58.0,156.0,63.0,116.0,9.0,13.0,218.33,866.17,58.0,43.08,15.4,5.0,0.0,0.0,0.0,1.54,42.0,13.0,45.0,1334.0,17.14,13.45,0.01,3.28,1375.04,24.0,28.0,57.0,201.0,79.0,159.0,7.0,12.0,205.57,1164.13,57.0,37.5,13.93,2.0,0.0,0.0,0.0,4.54,49.0,4.0,52.0,1783.0,17.24,14.44,0.03,2.36,905.52,21.0,16.0,44.0,137.0,58.0,103.0,7.0,12.0,149.49,754.39,44.0,41.66,11.68,0.0,0.0,0.0,0.0,1.24,24.0,-2.0,37.0,1261.0,15.37,13.0,0.01,2.34,1275.22,25.0,28.0,58.0,186.0,75.0,132.0,6.0,13.0,194.45,1078.4,58.0,55.55,15.05,4.0,1.0,0.0,0.0,1.57,30.0,6.0,53.0,1685.0,17.0,14.22,0.01,2.35,9500000.0,75
28,63,Center,1993,28,Lawrence,MA,USA,"5' 9""",190,False,False,False,Right,692.1,10.0,10.0,14.0,77.0,58.0,91.0,0.0,0.0,19.45,616.36,14.0,49.11,13.0,1.0,0.0,2.0,2.0,55.49,24.0,0.0,20.0,987.0,11.56,10.37,0.57,0.2,658.18,10.0,12.0,15.0,64.0,47.0,45.0,3.0,5.0,51.33,573.4,15.0,48.38,18.8,2.0,0.0,0.0,0.0,33.05,19.0,2.0,22.0,902.0,14.0,12.12,0.42,1.05,295.46,7.0,3.0,10.0,31.0,27.0,43.0,0.0,0.0,2.23,293.22,10.0,56.06,9.7,0.0,0.0,0.0,0.0,0.01,23.0,7.0,10.0,405.0,10.57,10.51,0.0,0.05,58.26,0.0,0.0,2.0,5.0,6.0,10.0,0.0,0.0,0.33,57.53,2.0,44.82,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,86.0,9.44,9.38,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,69
